electrical demand,hot water demand,space heating demand
44.5264,95.5585,3.70026
34.4991,37.17,0
42.2337,39.3497,0
44.0229,13.6483,0.406795
177.516,14.9707,0.101367
78.2786,7.37839,0
39.4428,98.6024,0
144.492,396.681,0
120.314,2.15351,0
83.4281,12.421,0
48.3777,39.1836,0
41.3707,0.80466,0
47.4819,8.48331,0
98.3884,18.8191,0.0464303
145.905,3.42014,0.780163
83.1658,110.739,1.39094
57.875,19.8418,1.83489
64.0143,7.83892,3.92973
56.891,3.6024,4.71837
52.8041,2.12564,14.3956
63.4298,5.81852,15.8908
66.0175,10.965,27.3098
69.2473,0.98597,54.0608
59.1362,0,0
57.0076,0.416387,0
54.0624,1.80954,0
56.4265,0,0
43.5039,0.0361482,0
46.9697,0,0
41.742,7.707,0
40.6072,0,0
41.9151,0,0
35.7482,0,0
40.7721,0,0
33.0075,0,0
31.095,0,0
39.3273,0,0
31.845,0,0
29.8777,0,9.69515
33.0487,0,2.13134
28.2481,2.79256,6.61695
33.0646,4.67042,49.3804
34.6616,0.554273,171.521
40.3341,8.69967,8.24067
39.776,2.90814,101.871
40.4869,104.303,4.56188
31.456,61.7938,0.886025
39.383,10.8828,0.58867
37.578,18.7292,0.0327529
41.7781,37.14,0.258772
64.7208,498.866,0.105823
52.3249,6.27917,1.53608
53.5904,34.4725,0.533177
41.8046,21.9087,0.432955
46.8899,10.7416,0.389168
42.8662,14.3904,0.779041
29.6388,29.6363,0.531694
46.7728,7.12799,1.02073
37.579,5.47288,0.908942
35.1892,29.8286,1.52809
41.9352,268.853,1.93035
53.3095,7.1665,10.7986
78.1898,62.1834,15.3198
47.3401,49.432,24.5834
63.2244,24.5136,30.2412
53.0053,6.73379,61.2945
57.0188,14.429,92.2153
62.8092,0.51746,115.031
76.8048,2.91641,124.666
66.1259,0.6529,135.319
68.0525,2.01438,140.054
71.6354,0.0347989,0
57.5885,0.037552,0
61.4129,0.173995,0
50.8977,42.124,0
56.5218,0.0347989,0
47.4568,0,0
40.7387,0,0
33.1765,0,0
37.7783,0,0
35.1719,0,0
29.2933,0,0
39.5888,0,0
27.5636,0.0542223,0
36.5155,0,0
35.4738,0,0
34.1715,0,0
43.7304,0,11.8564
31.4918,0.590421,177.736
42.9019,0.240988,71.46
38.4942,214.993,51.4141
34.215,23.6487,244.639
40.1201,16.6172,4.41164
35.2698,9.46953,3.36403
33.5023,16.0936,0.838713
52.038,29.0962,0
31.523,111.175,0.643779
30.9879,47.6695,1.38238
39.7548,96.1216,0.188136
34.757,96.2154,0
35.8927,52.0331,0
46.0247,8.10155,0
75.856,11.6069,0
60.8035,27.5816,0
64.5478,19.6972,0
46.3484,20.9704,0
50.9772,0.880701,0
44.639,5.44445,0
61.6224,95.9179,0
65.7585,394.44,0.711562
59.057,76.7638,0.960677
174.641,142.234,1.6518
103.175,80.0882,3.27157
48.4801,10.0667,19.1056
50.4978,62.9145,11.7677
66.0783,0.913111,20.0158
64.874,7.27602,42.2641
67.7934,0.741069,86.9068
61.3468,26.4876,162.914
64.8614,0.098597,0
69.8957,69.2101,0
60.4219,10.4803,0
50.6888,1.8471,0
39.8041,1.53504,0
50.1992,0.695979,0
42.0956,0,0
40.1188,0,0
43.6262,0,0
31.0876,0,0
35.3559,0,0
33.1452,0,0
34.1972,0,0
30.537,0,0
34.3837,0,4.72983
33.2585,0,4.20561
35.0531,0,0.952463
36.2889,0.0361482,4.57384
28.2434,0.412876,40.1084
36.2859,1.73511,234.565
30.7815,35.3824,76.3875
39.4403,8.21167,35.879
49.4774,16.2931,2.17737
35.8542,194.1,0
72.5713,12.1916,0
38.5519,75.1625,0
42.147,15.684,0
43.1927,43.9275,0
49.4367,5.58299,0
51.7379,95.1149,0
58.2601,83.3681,0
68.8472,18.3104,0
53.1734,8.70408,0
77.204,29.8705,0
64.2425,5.26958,0
49.4352,589.125,0
76.3666,70.05,0
61.5878,48.9517,0
62.6294,7.42395,0
182.383,68.008,0
232.516,11.1886,0
57.4064,22.2963,0
55.0916,23.6525,0
50.4979,3.00704,0
46.4514,0,0.138447
65.905,1.42885,1.30676
64.6408,1.23491,5.50429
69.6718,0.098597,8.91868
63.5802,0.642135,0
62.544,0.0347989,0
61.1575,0.460183,0
45.9244,0.957066,0
48.054,0.0709472,0
39.7958,0,0
44.4371,0,0
38.7263,0,0
36.9592,0,0
35.7972,0,0
30.8554,0,0
34.2173,0,0
31.7651,0,0
33.1628,0,0
30.8113,0,0
33.1567,0,0
30.7309,0,3.2912
25.1047,0,1.45314
36.9406,0,12.4884
34.4118,130.162,29.1005
48.0962,528.099,1.65377
54.6025,25.5131,0.547724
80.3013,94.8838,0
164.593,42.5853,0
53.1997,14.4574,0
51.308,47.7217,0
49.452,6.16708,0
27.5966,73.3582,0
40.4361,29.4328,0
35.6231,2.81056,0
41.6894,4.6535,0
39.4167,5.6749,0
43.0469,16.0909,0
104.276,24.4941,0
64.6309,1.1536,0
44.4791,8.98154,0
43.4514,9.97259,0
37.2277,0.487896,0
44.5923,3.97771,0
54.8007,10.2171,0
56.1023,86.2213,0
46.4285,36.2049,0
66.2206,19.7596,0
46.8588,2.84293,0
47.9011,13.7879,0.387766
50.2369,2.53172,1.35024
56.3123,0.379556,1.98166
59.8423,5.83739,1.96604
57.6223,0.421588,0
61.2627,88.1291,0
49.8886,79.0711,0
48.7317,0.0910997,0
82.2862,0.0361482,0
46.3746,0,0
49.5981,0,0
36.0786,0,0
41.9549,0,0
34.1392,0,0
34.8243,0,0
30.7212,0,0
36.2484,0.337968,0
38.0663,0,16.2067
31.9212,0,0
39.7285,0,0
30.7689,0,5.46261
38.5751,0,1.27377
34.314,0.554273,3.07744
42.253,0.0361482,4.51731
37.7544,0,11.6428
32.3374,57.3165,0.0720757
42.4554,34.0653,0
33.4635,4.0331,5.51935
67.6657,21.1733,0
39.9337,32.7932,0
37.9663,64.0828,0
34.5962,6.4441,0
33.8892,4.92181,0
37.8674,3.26026,0
41.622,11.5785,0
37.7065,11.1332,0
36.6572,61.5023,0
75.8268,45.1903,0
62.3986,64.6566,0
57.364,136.071,0
45.4627,167.348,0
51.368,40.3421,0
68.4342,110.703,0
119.458,458.594,0
286.639,90.6328,0
155.186,5.55525,0
55.2148,135.415,0.319737
91.5435,1.0542,1.13293
93.3857,2.73178,7.41867
73.4842,7.06934,19.3676
71.0636,8.64059,22.4776
79.6801,1.80954,24.0973
58.9307,0.12517,0
59.0261,2.6976,0
44.3915,0.340989,0
43.9389,1.67744,0
46.9233,0.0347989,0
29.7647,0.0361482,0
45.3616,0,0
34.3975,0,0
34.8045,0,0
38.8965,0,0
29.351,0,0
42.1464,0,0
28.2187,0,0
36.31,0,0
37.7802,0,7.27523
33.6593,0,2.10378
31.8293,0,0
32.6797,0,86.137
29.2453,40.4693,72.8354
29.2568,13.6264,37.0072
45.1731,2.80213,0.667055
37.0279,6.64095,2.44905
36.8128,26.703,0.969311
33.2124,18.8247,0
45.4478,129.953,0
34.1888,21.1782,0
34.8213,74.7445,0
50.7166,7.6269,0
42.1604,39.4338,0
42.3295,1.46588,0
40.9726,139.803,0
43.3506,15.1437,0
42.5499,4.56587,0
57.1605,23.443,0
62.5239,85.6966,0
49.3937,9.76279,0
44.4442,27.1603,0
63.646,19.8311,0
47.8038,556.748,0
46.6151,141.057,0
34.9852,18.2579,0
143.812,96.9006,0
197.625,27.1395,0
63.6609,2.79527,0
61.497,20.2835,0
74.0903,59.9845,0
67.4588,0.558628,0
67.1477,0.212795,0.936148
67.6431,19.0234,0
63.3607,10.8781,0
60.8493,2.57661,0
62.9304,0.309237,0
54.3286,0.591825,0
52.7836,0.0361482,0
46.3901,0,0
36.5729,0,0
43.8303,0,0
27.4215,0,0
37.9767,0,0
37.1334,0,0
28.9343,0,0
35.0602,0,0
34.7189,0,0
35.9511,0,0
35.3383,0,5.32578
34.4212,12.6213,1.38962
33.1531,1.59052,16.4752
29.7763,1.10855,0.959264
34.2815,9.61543,0
34.5728,0.802258,1.85591
35.3489,8.14419,0
29.2483,13.977,0
47.4725,54.2058,0
44.4685,89.3639,0
32.2456,36.0834,0
36.954,57.3575,0
32.2906,3.59924,0
50.1428,176.495,0
61.6838,60.7858,0
51.096,19.493,0
48.6099,87.5225,0
46.0184,409.37,0
44.8153,16.7988,0
42.7438,10.0298,0
48.2167,59.0373,0
40.0753,11.5645,0
117.753,10.0436,0
240.589,3.81053,0
67.0744,90.3254,0
60.4337,50.759,0
51.6405,31.7189,0
56.851,58.4164,0
77.0896,137.066,0.259676
80.104,34.2567,1.09432
76.0367,14.6151,3.61404
71.9829,1.57024,8.51671
76.3971,0.212795,0
65.5491,0.374116,0
66.1871,13.675,0
51.9048,80.4047,0
52.7114,0,0
53.4073,7.40518,0
49.2476,0,0
36.4539,0.337968,0
38.2476,0,0
36.4603,0,0
30.2647,0,0
41.1404,0,0
29.9185,0.30726,0
39.754,0,0
31.0725,0,0
35.1443,0,0
35.6977,0,0.0463708
19.1711,1.22614,0
41.4954,118.084,14.9415
35.2362,182.346,5.24903
30.6448,0.0361482,0
44.7919,205.955,0
40.1584,329.215,0
41.7866,22.1005,0
55.5002,24.6989,0
160.969,5.6888,0
40.1542,36.9405,0
55.3173,78.8789,0
155.334,77.4604,0
122.966,3.648,0
68.3496,0.863963,0
42.075,12.6272,0
42.9649,3.16142,0
34.8218,17.1403,0
39.5643,1.68183,0
34.8776,8.3628,0
41.5279,103.847,0
35.3223,12.4075,0
43.1049,1.95009,0
83.1621,9.23136,0
60.6388,12.918,0
53.7602,23.546,0
52.9679,1.28682,0
47.3472,1.35283,0
53.8985,3.31918,0
58.3343,1.14864,0
52.277,1.84434,0
50.9705,1.89229,0
82.7252,0,0
58.7903,0.868413,0
56.6304,92.5592,0
54.4911,0.214593,0
46.3101,0.53488,0
51.2186,0,0
36.5985,0,0
41.5627,2.25312,0
44.7269,5.45388,0
32.2821,0,0
41.8608,0,0
32.3513,1.91515,0
36.1249,0.337968,0
35.0739,0,0
30.2842,0,0
40.9703,0,0
29.3438,0,0
37.1161,0,0
34.0344,0,0
33.9727,0.0361482,0.060978
36.5943,0.449589,0
29.2756,1.69097,0
43.3634,12.7109,0
30.3847,24.2958,0
29.4027,41.2723,0
30.1449,4.36705,0
34.5584,161.231,0
45.1152,105.604,0
34.0445,42.8301,0
40.4582,6.46099,0
41.4591,8.64075,0
56.0517,7.15929,0
40.4252,15.8096,0
59.7603,4.72524,0
39.0248,84.4768,0
38.3292,12.4828,0
45.5327,25.7744,0
38.3645,68.765,0
59.6598,8.08238,0
49.3955,13.6118,0
77.1477,12.0498,0
62.2108,28.6407,0
43.9109,119.772,0
69.3067,4.69499,0
86.5445,6.34428,0
42.8046,0.140545,0
67.1352,1.8409,0
48.0616,0.295791,0
56.3988,528.753,0
88.0173,0.284839,0
58.008,0.0723509,0
60.5476,0.0173995,0
47.9239,0,0
43.98,0,0
42.978,0,0
34.1294,0,0
45.2766,0,0
31.8552,0,0
34.9947,0,0
34.1829,0,0
33.7653,0,0
36.1752,0,0
31.5963,0.337968,0
34.1589,0,0
34.5062,18.9882,0
29.7231,0,0
32.6714,6.27825,0
34.9376,25.5143,0
31.286,1.47003,0
39.7514,4.38271,0
58.4802,20.33,0
42.6865,52.8585,0
44.2401,24.8562,0
50.9685,48.2563,0
38.6165,234.969,0
77.3389,81.5155,0
54.7245,26.8653,0
38.4554,17.8151,0
37.4888,1.64266,0
36.1261,6.64039,0
63.3327,19.1338,0
47.1232,10.6739,0
44.4355,1.26921,0
43.3837,4.30091,0
50.4125,12.4578,0
46.2138,417.711,0
66.9394,3.572,0
68.477,85.9649,0
191.477,5.23361,0
79.2328,22.0299,0
54.3977,64.2066,0
51.9941,11.2164,0
54.0311,0.997544,0
77.2583,0.251416,0
73.957,2.01438,0
69.549,0,0
75.2932,1.66513,0
67.2404,6.56661,0
61.7564,0.311392,0
61.3345,0.211547,0
51.5333,0.0173995,0
57.7103,0,0
40.7194,0,0
47.6829,0,0
40.8359,0,0
31.9494,0,0
35.6626,0,0
32.1963,0,0
36.3873,0,0
33.3641,0,0
34.2802,0,0
35.4875,0,0
30.5872,0,0
34.273,0,0
34.7947,7.74315,0
43.1352,446.457,0
51.6469,84.9333,0
32.4641,6.15431,0
37.6435,11.2924,0
32.5868,28.6051,0
38.2595,23.1267,0
34.2073,0.572377,0
50.9233,22.8228,0
36.1276,80.0249,0
33.1635,37.0046,0
57.3076,14.6919,0
44.2874,2.95156,0
57.9283,4.69787,0
68.2581,17.7121,0
55.2835,8.40526,0
60.6871,3.57652,0
61.8543,33.0228,0
51.2751,67.5621,0
43.7844,29.6994,0
77.8202,63.7028,0
94.5338,4.21596,0
138.24,26.7674,0
54.2931,17.0975,0
52.6033,127.128,0
70.6714,4.49253,0
47.5986,2.5956,0
73.6653,1.35823,0.60787
75.7256,28.8016,1.41549
80.5091,29.2435,2.74389
91.7991,191.704,0
77.5314,80.8018,0
60.1047,0.0549515,0
53.898,0.208794,0
44.148,2.25312,0
47.5409,5.45388,0
37.7541,0,0
40.0102,0,0
39.1515,0,0
29.3972,0,0
38.95,0,0
30.8121,0,0
35.0083,0,0
34.4211,0,0
34.5483,0,0
35.9526,0,0
30.3548,0,0
36.9995,0,5.08
30.4169,0,4.2573
32.6706,78.8634,9.56991
36.8542,47.1915,3.93209
57.9947,0.981942,0.00382604
35.5825,38.5266,0.00863678
31.31,56.0632,0.0626969
44.1436,32.1373,0.416656
28.5383,502.955,0
34.0115,19.1511,0
78.6236,97.6432,0
121.958,5.40136,0
62.1424,27.973,0
93.8025,142.86,0
135.711,35.5259,0
136.084,8.69701,0
82.7021,22.1394,0
69.6528,15.8382,0
42.6524,22.6632,0
45.2107,9.0571,0
55.9588,24.7037,0
70.5038,50.8211,0
72.6962,10.441,0
58.3905,65.9832,0
58.5511,91.7195,0
76.9343,71.4596,0
86.3955,1.32977,0
78.3517,0.644542,0.681371
79.8921,3.73954,0.910228
72.837,148.121,2.85459
84.2304,0.482285,3.32576
66.3658,50.4553,0
73.8939,1.0054,0
69.9956,4.74817,0
48.3878,51.0138,0
61.1131,0,0
53.2246,0.0542223,0
46.3927,0,0
40.4365,0,0
36.9296,0,0
40.1345,0,0
33.9855,0,0
35.7885,0,0
35.498,0,0
30.8455,0,0
33.5382,0,0
36.8193,0,0
33.518,0,0
33.0878,0,0
28.929,526.769,1.98926
49.6408,0,4.79565
112.551,46.8843,0.337484
44.436,14.6605,0.047156
34.4189,13.7335,0
39.417,35.819,0
33.0478,154.285,0
33.8898,18.3638,0
34.806,24.8169,0
37.2127,37.6813,0
40.5199,66.1145,0
39.4834,26.1687,0
63.3776,13.0615,0
33.3359,14.6896,0
123.29,4.61822,0
49.4799,8.70437,0
69.7351,3.46814,0
48.8312,12.2619,0
45.1337,11.9693,0
44.0128,67.3736,0
83.6849,90.062,0
68.501,49.8426,0
40.3899,176.683,0
44.8367,45.1035,0.453508
50.7805,10.2149,1.10952
47.105,1.03185,2.13545
56.1237,1.07634,3.02335
51.7267,12.1355,3.62253
55.3186,0.591582,4.34346
54.2787,2.88479,4.31028
49.831,1.05222,0
55.2504,1.51832,0
43.8364,2.76752,0
54.6231,0.0737002,0
44.7931,0,0
46.5686,0,0
47.0836,0,0
35.73,0,0
43.4654,0,0
33.9214,0,0
38.6729,0,0
35.8536,0,0
30.6178,0,0
37.2544,0,0
34.7107,0,0
29.4093,0,0
40.7888,70.1778,5.08697
32.4135,0.240988,1.86687
35.1637,0,3.22611
35.7414,2.28939,3.36886
32.5917,0.0709994,0
38.8178,184.044,0
43.8192,15.4846,0
37.1822,14.5051,0
47.4372,53.9253,0
53.1654,537.026,0
40.1179,174.111,0
38.1458,0.33639,0
37.561,3.47148,0
36.5007,54.2952,0
125.256,5.21924,0
55.8355,6.72894,0
46.1739,22.1628,0
42.9742,9.46585,0
45.367,22.3946,0
36.2925,7.59666,0
44.431,9.54958,0
37.0136,8.4729,0
66.0401,29.1367,0
43.0482,9.72693,0
53.1333,65.4208,0
52.9212,2.65684,0
50.964,1.6375,0
59.1157,5.92663,0
50.6094,27.3305,0
53.4916,0,0
55.9462,10.3963,0
75.4187,0.037552,0.289044
86.9636,164.316,0
88.9557,10.2541,0
51.6206,0,0
44.117,5.50076,0
49.604,0.728268,0
40.3432,0.0361482,0
44.5098,0,0
41.5085,0,0
36.9067,0,0
35.6666,0,0
36.0687,0,0
36.539,0,0
29.3582,0,0
32.1098,0,0
40.1981,0,0
33.473,0,0
33.1476,0,0
31.2183,0,0
26.5666,19.4534,1.07132
35.4818,616.342,3.55841
41.8856,7.94069,0
95.124,41.2854,0
34.4842,35.5131,0
27.0938,16.5836,0
35.5424,10.6743,0
28.4715,3.76917,0
33.5341,57.1562,0
34.8437,25.4423,0
35.0064,28.6467,0
40.1362,6.69258,0
33.6007,3.02477,0
44.5917,3.29759,0
38.7074,6.28069,0
41.9383,32.4517,0
49.7748,20.9401,0
46.2871,8.18793,0
44.5942,15.2752,0
57.4923,21.9199,0
84.4495,15.6166,0
45.027,67.7629,0
97.2527,263.75,0
60.2596,14.3984,0
55.9021,4.85594,0
65.9117,12.5513,0
51.7231,0.244419,0
52.6411,0.109291,0
53.5133,0.309237,0
52.987,6.14259,0
51.7532,0,0
47.3804,0.382339,0
43.9875,0,0
43.8041,1.10237,0
44.5979,0.0173995,0
41.7676,0,0
43.9723,0,0
35.95,0,0
41.8329,0,0
33.1146,0,0
36.1417,0,0
39.1414,0,0
24.9557,0,0
39.9897,0,0
35.4439,0,0
30.7565,0,0
38.0678,0,0
26.6624,0,0
29.7217,3.67495,1.25396
32.6276,84.2406,0
33.296,209.934,0
49.1603,36.8925,0
27.8277,4.39457,0
38.808,21.2021,0
37.4812,26.8992,0
43.8891,14.2804,0
35.0258,3.3445,0
34.6674,40.55,0
38.5519,2.8116,0
40.2792,37.8926,0
40.8159,2.76496,0
38.889,11.7572,0
37.6016,16.072,0
45.4253,16.4782,0
39.6248,11.4529,0
43.7435,7.72123,0
36.7984,4.30225,0
40.6893,7.72627,0
34.8499,2.96435,0
39.7852,62.3493,0
62.7014,31.7948,0
46.3884,20.3213,0
62.6551,22.2897,0
47.6392,59.5019,0
52.361,1.57457,0
53.1983,24.4804,0
53.3194,23.4315,0.442714
52.7283,0.239639,0.497938
53.6086,0.768412,0
55.8784,94.7173,0
45.2759,7.85382,0
52.8503,0.390166,0
49.1653,0,0
49.5471,0,0
41.1589,0,0
41.1603,0,0
40.3241,0,0
33.2121,0,0
39.7356,0,0
32.2146,0,0
34.9765,0.0361482,0
36.4048,0,0
28.4552,0,0
39.4059,0,0
32.176,0,2.38651
34.8338,0,0
38.5972,0,6.27266
34.25,13.2373,3.78565
49.6675,2.88527,4.38732
35.4407,30.9682,1.97455
38.7747,10.5867,0.11773
39.0628,14.4784,0
38.5856,50.1262,0.357831
44.2621,28.6108,0
37.4504,184.229,0
36.405,6.31303,0
38.8343,12.0612,0
35.1428,8.54867,0
45.8108,22.8171,0
57.9618,14.5586,0
37.1997,17.1354,0
33.5471,14.7901,0
37.8692,6.15955,0
37.118,4.45966,0
36.5483,4.1511,0
35.5166,24.0477,0
48.8776,35.3295,0
76.686,60.394,0
55.4531,17.3856,0
88.7484,17.6221,0
54.75,118.725,0
92.2578,503.839,0
218.203,0.98597,0.498705
77.2137,0,1.21309
82.5915,0.20484,1.87064
75.2786,2.35428,5.73485
56.9721,0.461559,0
50.0354,1.35611,0
54.2531,12.6923,0
45.4814,0.0173995,0
44.2679,0,0
39.5512,0,0
39.6467,0,0
34.673,0,0
33.0531,0,0
40.1906,0,0
35.282,0,0
33.0716,0,0
34.8261,0,0
29.4117,0,0
40.0028,0,0
30.5068,0,0
31.266,0,1.99096
36.1406,7.79753,2.84073
36.8297,0.244749,22.8615
44.0285,0.590421,35.4218
49.6436,4.59154,72.8404
43.5668,10.241,0.337981
55.9351,13.8666,0
37.5189,64.4626,0
41.8927,99.5499,0
42.0575,20.341,0
41.4731,106.339,0
40.2506,395.602,0
47.3359,19.4827,0
61.8706,2.51528,0
58.1636,16.2196,0
73.4376,24.0591,0
49.9147,31.8199,0
41.761,5.8681,0
31.6317,55.6123,0
39.9543,49.4905,0
39.2716,157.855,0
56.4806,1.32395,0
164.512,37.6634,0
133.427,73.0339,0
57.1041,79.7619,0
50.2174,25.9267,0
86.9793,11.3431,0.466101
75.489,3.30124,1.02485
83.4659,44.7531,2.31344
80.9538,32.6632,5.24571
64.3524,19.8431,10.5036
81.8346,1.56575,11.8124
67.792,17.165,0
60.4647,3.24639,0
64.6571,0,0
56.7074,0.42614,0
57.333,0.0347989,0
44.0124,0.554273,0
39.2598,0.0361482,0
39.9359,0.20484,0
30.6331,0.0361482,0
39.4842,0,0
33.3396,0,0
36.6735,0,0
33.8211,0.240988,0
31.3198,0,0
36.9597,0,0
29.555,0,0
38.3778,0,13.265
25.5402,0,1.91248
33.533,0,10.8669
34.2351,0.337968,28.8982
32.5667,81.389,20.8252
74.4534,17.1822,66.4078
52.9155,50.0218,1.94145
41.238,0.872289,0
39.0531,72.6203,0
32.2737,530.513,0
33.0959,19.5342,0
35.2075,14.4085,0
29.7689,20.6674,0
34.7237,29.7625,0
75.427,13.2051,0
39.4661,6.97176,0
56.7143,28.5892,0
125.872,19.8511,0
97.5334,5.53803,0
41.6202,24.0915,0
37.1822,50.9666,0
51.0783,8.89467,0
41.5235,239.519,0
50.3461,235.3,0
122.79,78.7258,0
63.0229,68.1633,0
46.3476,6.54907,0
51.3696,2.56698,1.30379
65.3897,0.277983,4.65004
61.1127,5.88811,9.85073
56.4314,3.08568,5.2552
73.1632,10.4669,6.49882
60.5208,0.750121,0
48.4589,2.6338,0
50.274,3.18758,0
48.2249,0.263745,0
43.0303,0,0
38.9048,0.0361482,0
43.1814,0.554273,0
36.3343,0.240988,0
33.1643,0,0
38.5713,0,0
30.9639,0,0
35.3019,0,0
30.4731,0,0
33.6825,0,0
36.1157,0,0
27.2157,0,0
37.743,0,0
28.5343,0,9.13259
35.321,0,1.07881
35.8583,0,55.7624
26.224,2.40466,3.67279
55.3658,525.124,1.19853
30.6585,12.8848,0
32.6576,26.2018,0.93087
81.294,32.106,0
53.7247,153.146,0
35.0556,38.9961,0
36.4566,11.7134,0
40.2447,10.9065,0
47.7958,10.691,0
75.7284,47.5379,0
77.3253,29.7827,0
57.6868,0.812661,0
50.6507,4.68534,0
48.4099,20.1051,0
45.6794,10.1056,0
41.7448,17.4266,0
46.4215,19.3076,0
58.3886,25.415,0
65.2734,60.6767,0
74.5795,28.0866,0
124.364,36.9203,0
81.7146,163.106,0
66.1928,175.174,0.592591
59.7853,10.1027,3.31094
78.14,2.19229,4.32071
69.1898,0.240988,14.7903
69.6766,16.6241,21.7408
70.5274,0.0709472,0
59.2264,9.12439,0
59.0595,0.197194,0
46.4203,1.93202,0
47.2972,0.85358,0
40.779,0.037552,0
43.3392,0,0
39.4492,0,0
35.1164,0,0
36.9425,0,0
31.508,0,0
39.1565,0,0
32.2764,0,0
37.8988,0.250347,0
37.7798,1.29101,0
28.4018,0.605987,0
40.0872,0.0361482,1.94132
26.1943,0,43.7406
35.9729,0.240988,15.3264
31.0237,0,20.2863
34.762,0.810414,0.0264415
38.4944,11.0233,0
32.4975,29.9198,2.88929
41.0976,20.7158,0
51.4641,100.291,0
37.8861,9.4769,0
70.049,518.691,0
41.1827,176.438,0
43.0987,16.5052,0
170.081,32.4776,0
77.2272,5.54756,0
246.201,31.1,0
52.4697,9.58698,0
43.0386,21.501,0
72.3171,6.2311,0
39.976,16.3151,0
32.8728,12.1744,0
57.3259,69.7658,0
52.9864,7.64525,0
47.3357,7.50688,0
87.7364,3.58592,0.083279
57.4538,38.6063,0.54117
54.3508,53.5343,1.31302
53.8571,14.8186,2.81907
79.5477,56.8312,5.53131
76.1579,172.602,21.6907
80.8653,17.8468,33.6406
82.2007,1.09747,35.4826
67.046,0,0
63.7541,1.0375,0
67.4765,4.2142,0
57.4765,0.0361482,0
61.3286,0,0
57.0768,0,0
52.3627,0,0
41.5736,0,0
43.7909,0,0
37.6743,0,0
35.9766,0,0
31.4429,0,0
35.8994,0,0
33.0144,0,0
32.3354,0,0
35.7872,0,0
31.6776,0,7.64837
30.5329,0,0.969395
30.4766,6.96456,15.2483
29.1879,0.795261,53.1862
38.8144,61.8027,6.38577
28.6731,15.8439,1.48332
34.2978,22.4197,0
44.8653,15.4598,0
26.0462,195.539,0
37.1244,9.10137,0
37.0592,37.9275,0
40.3815,30.9627,0
39.1042,10.7735,0
38.659,25.5611,0
58.6814,8.46066,0
49.5469,6.44447,0
46.0263,27.306,0
44.3485,9.78275,0
44.6751,12.7546,0
39.1288,0.741675,0
38.6858,11.5151,0
50.0589,3.63325,0
66.6776,3.05855,0
60.1717,19.7917,0
45.7075,0.932081,0
42.5048,167.313,0
57.5868,7.89001,0.351089
52.9266,26.889,1.22516
52.091,2.91672,4.0735
53.2715,1.19279,14.4856
55.3542,0.528881,24.9257
57.2933,0.0180741,28.0962
51.8638,0.768412,0
57.1483,26.2372,0
48.9642,77.5631,0
48.4238,0.235266,0
50.8451,1.80053,0
42.7866,0,0
42.6849,0.0349865,0
42.1193,0,0
39.3194,0,0
34.7893,0,0
34.0227,0,0
34.0602,0,0
35.5723,0,0
32.1158,0,3.06978
34.3727,0,0.380882
33.0069,0,0
33.0543,0.0349865,7.12946
31.0065,0,10.4487
37.5338,0,28.9807
34.9525,0.581885,3.60389
31.6306,36.9151,15.6919
32.8161,37.7739,48.6996
49.6586,20.3141,0.702418
43.602,15.4554,2.2261
31.9237,16.0464,0.112289
36.2658,30.0691,0
31.446,38.9396,0
50.3739,13.8386,0
44.5742,17.4403,0
55.7803,48.5932,0
49.16,154.409,0
46.398,7.08888,0
52.78,407.138,0
48.1335,58.9286,0
34.7708,15.7365,0
41.9483,1.99623,0
52.5245,4.63843,0
45.0683,66.0624,0
51.4052,36.0103,0
40.6267,70.5726,0.581785
46.6113,262.667,1.13961
59.2775,19.859,1.39717
91.5557,18.5811,3.36704
73.3611,11.9357,3.80016
62.7688,2.67405,11.1682
75.4701,2.25134,63.0416
79.1167,0,86.0101
79.8841,7.99366,94.9274
71.8745,1.88746,0
70.7935,0.377893,0
60.3211,1.3761,0
58.5984,0.188627,0
37.9786,0,0
39.1591,0.546259,0
39.9157,0.0356256,0
32.6103,0.201878,0
40.6435,0.0356256,0
33.2592,0,0
38.5638,0,0
35.6239,0,0
30.3304,1.94753,0
38.5712,0,3.59654
28.5748,0,0
36.3411,0,0
34.651,0,4.09035
33.8967,0,3.57933
30.3814,0,346.331
34.6465,681.331,101.738
96.5452,0.581885,1.68844
51.3554,7.90348,0
40.8558,15.1357,0
33.9753,70.9175,0
34.6381,45.593,0
30.922,28.6693,0
37.0309,16.744,0
44.2784,56.3975,0
36.5217,12.7217,0
40.5458,5.33162,0
41.5352,11.6481,0
37.9806,11.0403,0
36.966,37.3677,0
51.232,3.92553,0
41.6718,201.39,0
32.6938,17.4637,0
44.1706,86.6232,0
50.2141,20.6806,0
56.775,17.1552,0
51.7105,2.39886,0.0498271
74.4482,77.0064,0.653269
63.4292,22.0947,0.777052
62.6154,10.4805,1.84694
43.7796,37.7849,2.78839
58.228,1.24442,6.00451
60.5355,12.741,11.6985
55.3354,6.43888,19.8769
56.4644,1.23502,15.8516
54.1691,0.0534384,0
47.2874,2.11052,0
55.9319,0.205775,0
39.774,0.477777,0
48.8859,1.09055,0
44.8883,0.237504,0
37.3197,0,0
42.4331,0,0
28.3444,0,0
40.8237,0,0
33.0705,0,0
31.3013,0,0
38.584,0,0
29.865,0,0
34.995,0,0
32.8327,0,9.07719
34.4798,0,4.21449
33.9162,0,5.01879
31.0959,0.721489,16.4765
30.8613,16.7302,10.8935
