irradiance_diffuse (W/m2),wind_speed (m/s),ambient_temp,solar electricity,wind electricity
0,6.244,-1.628,0,0.249
0,6.897,-1.516,0,0.328
0,7.34,-0.834,0,0.386
0,7.68,-0.173,0,0.432
0,7.906,0.188,0,0.464
0,8.198,0.537,0,0.503
0,8.354,0.903,0,0.525
0,8.515,1.116,0,0.547
0,8.652,1.222,0,0.566
0.017,8.973,1.504,0.011,0.607
0.058,9.456,2.05,0.055,0.667
0.053,10.691,2.696,0.041,0.793
0.034,9.998,3.038,0.022,0.727
0.051,9.069,3.385,0.038,0.619
0.072,8.114,3.6,0.061,0.492
0.064,7.554,3.436,0.054,0.415
0.034,7.373,2.932,0.024,0.391
0.004,7.033,2.24,0,0.345
0,6.701,1.908,0,0.303
0,6.918,1.942,0,0.331
0,7.46,2.182,0,0.402
0,7.905,2.525,0,0.464
0,8.4,3.127,0,0.532
0,9.338,3.828,0,0.652
0,9.967,4.35,0,0.724
0,10.411,4.588,0,0.768
0,10.635,4.722,0,0.789
0,12.658,5.267,0,0.916
0,12.105,5.74,0,0.89
0,11.586,5.839,0,0.86
0,11.786,6.035,0,0.872
0,12.27,6.026,0,0.898
0,12.02,5.289,0,0.885
0.011,11.055,3.833,0.005,0.823
0.07,9.573,2.894,0.104,0.68
0.098,8.345,3.123,0.325,0.524
0.089,7.869,3.818,0.504,0.459
0.091,8,4.433,0.513,0.476
0.097,7.998,4.784,0.418,0.476
0.09,8.072,4.742,0.252,0.486
0.056,7.812,4.056,0.122,0.45
0.009,7.378,2.326,0.011,0.391
0,6.896,1.514,0,0.328
0,6.417,1.233,0,0.269
0,6.049,1.098,0,0.227
0,5.874,1.081,0,0.208
0,5.713,1.088,0,0.192
0,5.472,1.128,0,0.168
0,5.164,1.305,0,0.14
0,4.927,1.477,0,0.121
0,4.949,1.585,0,0.122
0,5.012,1.628,0,0.127
0,4.998,1.704,0,0.126
0,5.212,1.613,0,0.144
0,5.724,1.597,0,0.192
0,6.312,1.622,0,0.256
0,6.877,1.68,0,0.325
0.02,7.287,1.864,0.014,0.379
0.058,7.614,2.402,0.053,0.423
0.101,7.812,2.753,0.109,0.45
0.126,8.77,3.244,0.143,0.58
0.102,9.317,3.588,0.097,0.65
0.055,9.587,3.636,0.042,0.682
0.033,9.938,3.616,0.021,0.722
0.01,10.558,3.718,0.003,0.782
0.001,10.812,4.222,0,0.804
0,10.513,5.047,0,0.778
0,10.472,6.301,0,0.774
0,10.132,7.15,0,0.741
0,9.839,7.076,0,0.71
0,8.994,5.888,0,0.61
0,8.809,4.926,0,0.586
0,8.653,4.539,0,0.566
0,8.422,4.241,0,0.535
0,8.086,3.877,0,0.488
0,7.893,3.658,0,0.462
0,7.902,3.579,0,0.464
0,7.702,3.43,0,0.435
0,7.632,3.576,0,0.426
0,7.652,3.771,0,0.429
0,7.767,3.999,0,0.444
0.01,7.918,4.333,0.003,0.466
0.031,8.213,4.836,0.02,0.505
0.055,8.547,5.353,0.042,0.552
0.093,8.779,5.868,0.084,0.583
0.113,9.414,6.265,0.111,0.662
0.087,9.894,6.315,0.078,0.717
0.045,10.025,6.117,0.032,0.73
0.035,10.027,6.184,0.025,0.73
0.007,9.972,6.073,0.001,0.724
0,9.506,5.905,0,0.673
0,8.91,5.763,0,0.599
0,8.334,5.449,0,0.523
0,7.806,5.211,0,0.449
0,7.479,4.989,0,0.404
0,7.413,4.895,0,0.396
0,7.102,4.897,0,0.355
0,6.636,4.704,0,0.295
0,6.412,4.22,0,0.268
0,6.076,3.624,0,0.23
0,5.591,3.132,0,0.179
0,5.101,2.906,0,0.135
0,4.285,2.552,0,0.076
0,3.023,2.281,0,0.018
0,3.322,2.422,0,0.028
0.014,5.574,2.526,0.007,0.178
0.036,6.927,3.345,0.025,0.332
0.073,7.597,4.038,0.065,0.421
0.114,7.985,4.732,0.12,0.475
0.129,8.191,5.312,0.149,0.502
0.131,8.598,5.591,0.169,0.558
0.091,8.572,5.455,0.099,0.555
0.061,8.578,5.109,0.07,0.556
0.012,8.653,4.376,0.008,0.566
0,8.592,3.734,0,0.557
0,8.704,3.606,0,0.572
0,8.744,3.62,0,0.578
0,8.807,3.683,0,0.586
0,8.36,3.66,0,0.525
0,7.933,3.671,0,0.467
0,7.928,3.905,0,0.466
0,8.396,4.288,0,0.531
0,9.044,4.666,0,0.616
0,9.834,5.06,0,0.71
0,10.602,5.598,0,0.786
0,11.503,6.188,0,0.855
0,12.417,6.639,0,0.905
0,13.304,6.944,0,0.939
0,14.079,7.089,0,0.961
0.004,14.785,7.264,0,0.974
0.013,14.789,7.69,0.004,0.974
0.035,14.865,8.366,0.022,0.975
0.129,15.222,8.684,0.141,0.98
0.16,16.177,7.844,0.301,0.989
0.146,16.861,6.896,0.218,0.991
0.061,17.692,6.347,0.049,0.99
0.017,17.49,6.062,0.007,0.991
0.003,16.635,6,0,0.991
0,15.926,6.152,0,0.987
0,15.243,6.219,0,0.98
0,14.861,5.946,0,0.975
0,14.787,5.513,0,0.974
0,14.917,5.053,0,0.976
0,15.438,4.592,0,0.983
0,16.257,3.986,0,0.989
0,16.841,3.692,0,0.991
0,16.228,4.069,0,0.989
0,15.377,4.615,0,0.982
0,15.247,5.248,0,0.98
0,15.364,5.294,0,0.982
0,15.543,5.12,0,0.984
0,16.237,5.5,0,0.989
0,16.5,5.966,0,0.99
0.024,15.91,6.206,0.018,0.987
0.07,15.343,6.447,0.07,0.982
0.091,14.922,6.624,0.089,0.976
0.121,14.637,6.689,0.13,0.972
0.132,14.094,6.53,0.152,0.961
0.133,13.235,6.262,0.176,0.937
0.111,12.315,5.925,0.166,0.9
0.064,11.371,5.478,0.077,0.846
0.013,10.536,4.904,0.008,0.78
0,9.81,4.481,0,0.707
0,9.164,4.274,0,0.631
0,8.513,4.036,0,0.547
0,7.971,3.797,0,0.472
0,7.687,3.6,0,0.433
0,7.417,3.494,0,0.397
0,6.906,3.306,0,0.328
0,6.581,3.141,0,0.289
0,6.272,3.113,0,0.251
0,6.109,3.008,0,0.233
0,6.124,2.775,0,0.235
0,6.168,2.314,0,0.24
0,6.399,1.97,0,0.266
0,6.777,1.848,0,0.312
0.001,7.033,1.741,0,0.345
0.038,7.174,2.38,0.055,0.364
0.088,7.163,3.616,0.153,0.362
0.124,7.182,4.308,0.233,0.365
0.146,7.547,4.641,0.279,0.414
0.144,7.864,4.625,0.202,0.458
0.121,7.613,4.525,0.141,0.423
0.093,7.135,4.385,0.101,0.359
0.061,6.694,4.059,0.066,0.302
0.011,6.335,3.185,0.005,0.259
0,5.697,2.62,0,0.19
0,4.858,2.69,0,0.115
0,4.855,2.47,0,0.115
0,5.768,2.203,0,0.197
0,6.864,2.098,0,0.324
0,7.609,2.075,0,0.422
0,7.891,2.018,0,0.461
0,7.829,1.946,0,0.454
0,7.427,1.621,0,0.398
0,6.828,1.227,0,0.32
0,6.395,0.887,0,0.266
0,5.928,0.454,0,0.213
0,5.302,0.112,0,0.153
0,4.608,0.112,0,0.097
0.001,4.02,0.377,0,0.06
0.04,3.392,1.229,0.1,0.03
0.08,2.603,2.53,0.243,0.008
0.1,2.124,3.579,0.361,0.002
0.081,3.211,4.969,0.574,0.024
0.071,4.352,5.65,0.636,0.08
0.084,4.906,5.914,0.52,0.119
0.098,5.268,5.809,0.27,0.149
0.068,5.393,5.087,0.14,0.16
0.016,5.994,3.59,0.014,0.22
0,6.482,2.953,0,0.277
0,6.984,3.054,0,0.339
0,7.462,3.534,0,0.402
0,7.641,3.864,0,0.428
0,7.734,3.926,0,0.44
0,7.929,3.946,0,0.466
0,8.154,4.103,0,0.498
0,8.25,4.369,0,0.51
0,8.272,4.615,0,0.514
0,8.412,4.916,0,0.533
0,8.604,5.379,0,0.558
0,8.855,5.807,0,0.592
0,9.2,6.113,0,0.635
0,10.361,6.528,0,0.764
0,10.804,6.885,0,0.803
0.012,10.642,7.078,0.004,0.789
0.036,10.642,7.378,0.023,0.789
0.078,10.679,7.797,0.064,0.792
0.084,10.799,8.194,0.069,0.803
0.049,10.952,8.35,0.034,0.815
0.044,10.583,8.507,0.03,0.785
0.035,9.871,8.703,0.022,0.714
0.026,9.299,8.888,0.015,0.648
0.01,8.619,8.824,0.003,0.56
0,8.336,8.346,0,0.523
0,7.904,7.699,0,0.464
0,7.531,7.165,0,0.413
0,7.27,7.051,0,0.376
0,7.064,6.993,0,0.349
0,7.061,6.987,0,0.349
0,7.344,7.14,0,0.387
0,8.13,7.737,0,0.494
0,9.275,8.217,0,0.645
0,10.152,8.381,0,0.744
0,10.03,8.324,0,0.731
0,9.994,8.197,0,0.727
0,10.056,8.075,0,0.733
0,10.525,8.004,0,0.779
0.001,10.643,7.89,0,0.79
0.028,10.637,7.857,0.019,0.789
0.076,10.604,8.025,0.073,0.786
0.108,10.874,8.231,0.108,0.809
0.119,10.861,8.339,0.117,0.808
0.117,10.91,8.373,0.111,0.812
0.114,10.891,8.397,0.111,0.811
0.102,10.809,8.361,0.102,0.803
0.042,10.546,8.15,0.03,0.781
0.009,10.234,7.896,0.002,0.751
0,10.167,7.764,0,0.745
0,10.191,7.707,0,0.748
0,10.317,7.653,0,0.759
0,10.332,7.569,0,0.762
0,10.317,7.509,0,0.759
0,10.238,7.553,0,0.752
0,10.044,7.643,0,0.732
0,9.876,7.702,0,0.714
0,9.777,7.707,0,0.703
0,9.771,7.689,0,0.703
0,9.62,7.677,0,0.686
0,9.447,7.697,0,0.666
0,9.389,7.675,0,0.658
0,9.148,7.638,0,0.63
0.001,8.781,7.549,0,0.583
0.025,8.354,7.551,0.016,0.525
0.069,8.173,7.652,0.06,0.501
0.099,8.651,7.66,0.094,0.566
0.112,8.767,7.577,0.107,0.58
0.124,8.902,7.527,0.124,0.599
0.134,8.856,7.477,0.146,0.592
0.112,8.679,7.305,0.126,0.568
0.071,8.348,6.906,0.072,0.525
0.016,8.42,6.377,0.008,0.535
0,8.668,6.04,0,0.568
0,8.278,5.689,0,0.515
0,8.128,5.084,0,0.494
0,8.523,4.812,0,0.548
0,8.765,4.673,0,0.58
0,8.827,4.566,0,0.589
0,8.748,4.41,0,0.578
0,8.682,4.327,0,0.569
0,8.565,4.221,0,0.554
0,8.41,4.065,0,0.532
0,8.272,3.916,0,0.513
0,8.18,3.78,0,0.501
0,8.215,3.668,0,0.506
0,8.495,3.618,0,0.544
0.003,8.424,3.572,0,0.535
0.035,8.801,4.061,0.033,0.586
0.093,8.892,5.11,0.199,0.596
0.086,8.941,6.394,0.49,0.603
0.081,9.605,7.607,0.6,0.684
0.084,9.731,8.223,0.605,0.698
0.084,9.789,8.45,0.55,0.705
0.08,9.86,8.435,0.425,0.712
0.069,10.111,8.097,0.23,0.739
0.027,10.66,7.495,0.037,0.791
0,11.282,7.233,0,0.84
0,11.649,7.378,0,0.865
0,11.893,7.618,0,0.878
0,12.245,7.859,0,0.897
0,11.772,7.905,0,0.871
0,11.502,7.971,0,0.855
0,11.168,8.16,0,0.832
0,11.246,8.223,0,0.837
0,10.689,7.824,0,0.793
0,10.202,7.408,0,0.748
0,9.644,7.113,0,0.689
0,9.237,7.09,0,0.641
0,9.075,7.032,0,0.62
0,9.039,6.85,0,0.615
0.003,9.394,6.868,0,0.66
0.032,9.235,7.017,0.024,0.64
0.082,8.961,7.319,0.086,0.605
0.136,8.966,7.796,0.237,0.606
0.135,9.347,8.303,0.439,0.653
0.12,9.583,8.659,0.514,0.682
0.114,9.847,8.791,0.48,0.711
0.118,9.86,8.574,0.305,0.712
0.066,9.725,7.988,0.065,0.698
0.013,9.664,7.483,0.005,0.691
0,9.584,7.172,0,0.682
0,9.819,7.094,0,0.708
0,9.993,7.352,0,0.727
0,10.305,7.85,0,0.758
0,10.66,8.382,0,0.791
0,11.242,8.753,0,0.837
0,11.992,8.905,0,0.884
0,12.558,8.93,0,0.911
0,12.677,8.835,0,0.917
0,12.796,8.486,0,0.921
0,13.003,8.059,0,0.929
0,13.177,7.642,0,0.935
0,13.074,7.342,0,0.932
0,12.803,7.252,0,0.921
0.004,12.423,7.193,0,0.906
0.042,12.018,7.305,0.037,0.885
0.065,11.879,7.612,0.055,0.877
0.06,11.868,7.829,0.047,0.877
0.097,11.527,8.181,0.087,0.857
0.159,11.422,8.769,0.2,0.849
0.153,11.676,9.245,0.344,0.866
0.122,11.596,9.083,0.306,0.861
0.087,11.396,8.51,0.15,0.848
0.032,11.453,7.826,0.034,0.851
0,11.768,7.368,0,0.871
0,12.127,7.135,0,0.891
0,12.434,6.965,0,0.906
0,12.835,7.005,0,0.923
0,13.095,7.184,0,0.932
0,12.909,7.158,0,0.926
0,12.601,6.959,0,0.914
0,12.442,6.72,0,0.906
0,12.291,6.512,0,0.899
0,12.09,6.386,0,0.889
0,11.672,6.361,0,0.866
0,11.369,6.302,0,0.846
0,11.102,6.121,0,0.827
0,10.84,5.844,0,0.806
0.006,10.815,5.517,0.001,0.804
0.059,10.887,5.576,0.098,0.81
0.097,11.217,5.988,0.314,0.835
0.123,11.892,6.351,0.409,0.878
0.156,12.335,6.559,0.391,0.901
0.168,12.216,6.578,0.229,0.896
0.09,11.546,6.351,0.08,0.857
0.048,10.825,6.266,0.035,0.805
0.033,10.431,6.392,0.021,0.77
0.014,10.254,6.467,0.006,0.753
0,10.096,6.307,0,0.738
0,9.74,6.161,0,0.7
0,9.249,5.977,0,0.642
0,9.278,5.89,0,0.645
0,9.061,5.9,0,0.618
0,8.786,5.896,0,0.583
0,8.712,5.739,0,0.574
0,8.464,5.489,0,0.539
0,8.161,5.182,0,0.498
0,8.222,4.938,0,0.507
0,8.081,4.809,0,0.488
0,7.686,4.735,0,0.433
0,7.309,4.624,0,0.381
0,7.094,4.541,0,0.354
0.004,7.03,4.604,0,0.345
0.026,7.04,5.182,0.015,0.346
0.046,7.081,5.422,0.033,0.352
0.087,7.067,5.555,0.076,0.349
0.127,6.891,5.828,0.124,0.328
0.131,6.991,6.078,0.129,0.341
0.131,7.223,6.323,0.132,0.37
0.11,7.401,6.5,0.109,0.395
0.072,7.594,6.46,0.066,0.421
0.02,8.018,6.084,0.011,0.479
0,8.661,5.901,0,0.566
0,9.352,5.986,0,0.654
0,10.116,6.122,0,0.739
0,10.51,6.198,0,0.777
0,10.711,6.323,0,0.795
0,10.719,6.611,0,0.796
0,10.483,6.971,0,0.775
0,10.396,7.315,0,0.767
0,10.37,7.601,0,0.765
0,9.95,7.814,0,0.722
0,9.591,7.933,0,0.682
0,9.899,8.096,0,0.718
0,9.665,8.113,0,0.691
0,9.847,8.06,0,0.711
0.004,10.4,8.071,0,0.768
0.045,10.731,8.203,0.037,0.797
0.103,11.163,8.499,0.111,0.831
0.136,11.58,8.858,0.151,0.86
0.156,11.75,9.159,0.173,0.87
0.15,11.67,9.294,0.156,0.866
0.103,11.183,9.173,0.091,0.833
0.063,10.668,8.944,0.048,0.791
0.045,10.27,8.786,0.031,0.755
0.02,9.769,8.598,0.01,0.702
0,9.696,8.45,0,0.695
0,9.403,8.439,0,0.661
0,9.131,8.449,0,0.627
0,9.073,8.484,0,0.619
0,9.095,8.569,0,0.622
0,9.022,8.592,0,0.613
0,8.882,8.575,0,0.595
0,8.856,8.603,0,0.592
0,8.876,8.659,0,0.594
0,8.783,8.713,0,0.583
0,8.716,8.771,0,0.574
0,8.635,8.815,0,0.562
0,8.408,8.794,0,0.532
0,8.252,8.726,0,0.511
0.006,8.174,8.73,0,0.501
0.043,8.063,9.034,0.033,0.485
0.093,7.973,9.536,0.093,0.472
0.135,8.127,10.082,0.149,0.494
0.156,8.648,10.438,0.176,0.565
0.163,8.752,10.563,0.186,0.578
0.153,8.896,10.568,0.175,0.598
0.132,8.937,10.434,0.156,0.602
0.084,8.653,10.031,0.085,0.566
0.024,8.546,9.464,0.014,0.551
0.001,8.722,9.003,0,0.574
0,9.2,8.788,0,0.635
0,9.52,8.647,0,0.674
0,9.935,8.475,0,0.721
0,10.406,8.229,0,0.768
0,10.494,7.975,0,0.777
0,10.361,7.625,0,0.764
0,10.181,7.285,0,0.746
0,10.081,7.098,0,0.737
0,10.267,7.141,0,0.754
0,10.577,7.355,0,0.784
0,10.868,7.687,0,0.809
0,10.986,8.095,0,0.818
0,11.189,8.25,0,0.833
0.012,11.314,8.116,0.012,0.842
0.065,11.018,8.593,0.118,0.82
0.112,11.002,9.458,0.217,0.819
0.134,10.179,9.771,0.176,0.746
0.162,9.48,10.134,0.263,0.669
0.141,9.537,10.799,0.472,0.676
0.12,9.869,11.188,0.48,0.713
0.109,9.642,11.076,0.377,0.688
0.087,9.5,10.63,0.233,0.672
0.044,9.705,9.837,0.072,0.696
0.001,9.986,9.17,0,0.726
0,10.161,9.029,0,0.744
0,10.175,8.988,0,0.746
0,10.159,8.898,0,0.744
0,10.038,8.631,0,0.731
0,9.796,8.268,0,0.705
0,9.594,7.896,0,0.683
0,9.51,7.683,0,0.674
0,9.679,7.522,0,0.692
0,9.967,7.3,0,0.724
0,10.156,7.168,0,0.744
0,10.357,7.121,0,0.763
0,10.542,7.103,0,0.78
0,10.716,7.055,0,0.796
0.011,10.816,6.963,0.005,0.804
0.06,10.743,7.318,0.059,0.799
0.105,10.692,7.971,0.113,0.793
0.143,10.516,8.629,0.161,0.778
0.162,10.404,9.147,0.181,0.768
0.16,10.949,9.531,0.169,0.815
0.105,10.428,9.438,0.093,0.77
0.051,9.583,9.127,0.036,0.682
0.041,9.02,8.99,0.027,0.613
0.023,8.512,8.812,0.013,0.547
0.002,8.203,8.343,0,0.504
0,7.989,7.951,0,0.476
0,7.456,7.457,0,0.401
0,6.791,7.001,0,0.314
0,6.275,6.726,0,0.252
0,5.716,6.488,0,0.192
0,4.84,6.241,0,0.114
0,4.076,6.079,0,0.063
0,3.755,5.754,0,0.046
0,3.749,5.426,0,0.046
0,3.641,5.322,0,0.041
0,4.031,5.144,0,0.061
0,4.899,4.897,0,0.118
0,5.71,4.647,0,0.192
0.008,6.22,4.487,0.002,0.245
0.048,6.466,4.696,0.041,0.274
0.101,6.674,5.493,0.111,0.3
0.156,7.032,6.76,0.237,0.345
0.175,7.285,7.926,0.314,0.379
0.175,7.719,9.067,0.37,0.437
0.163,7.931,9.99,0.361,0.466
0.143,7.938,10.398,0.246,0.467
0.097,7.532,10.189,0.121,0.413
0.043,7.408,9.438,0.04,0.395
0.002,7.645,8.22,0,0.428
0,7.929,8.241,0,0.466
0,8.082,8.369,0,0.488
0,8.088,8.355,0,0.488
0,8.023,8.245,0,0.479
0,7.967,7.967,0,0.471
0,7.912,7.725,0,0.464
0,7.699,7.477,0,0.435
0,7.463,6.981,0,0.402
0,7.276,6.479,0,0.378
0,7.067,5.997,0,0.349
0,6.842,5.726,0,0.32
0,6.631,5.535,0,0.294
0,6.442,5.352,0,0.272
0.014,6.4,5.266,0.01,0.266
0.068,6.346,6.214,0.106,0.261
0.091,5.909,7.366,0.373,0.211
0.089,5.665,8.797,0.544,0.186
0.097,6.198,10.238,0.605,0.243
0.113,6.143,11,0.574,0.237
0.139,5.889,11.165,0.425,0.209
0.134,5.831,10.898,0.266,0.203
0.099,6.027,10.286,0.162,0.225
0.048,6.715,8.863,0.06,0.305
0.003,7.587,7.132,0,0.42
0,8.2,6.376,0,0.503
0,8.481,5.819,0,0.542
0,8.583,5.345,0,0.556
0,8.639,5.008,0,0.563
0,8.623,4.882,0,0.561
0,8.549,4.854,0,0.552
0,8.407,4.779,0,0.532
0,8.228,4.666,0,0.507
0,7.984,4.483,0,0.474
0,7.745,4.261,0,0.442
0,7.433,4.034,0,0.399
0,7.015,3.846,0,0.343
0,6.568,3.776,0,0.286
0.016,6.086,4.17,0.013,0.231
0.065,5.316,5.675,0.082,0.154
0.113,4.493,6.565,0.201,0.089
0.109,4.184,7.881,0.48,0.069
0.091,4.184,9.378,0.624,0.069
0.091,4.192,10.418,0.636,0.07
0.086,4.304,11.21,0.6,0.077
0.079,4.333,11.438,0.506,0.079
0.072,4.295,11.095,0.327,0.076
0.048,4.611,9.483,0.129,0.097
0.004,5.332,7.4,0.002,0.155
0,6.119,6.409,0,0.234
0,6.77,5.891,0,0.311
0,7.164,5.549,0,0.363
0,7.355,5.234,0,0.388
0,7.45,4.908,0,0.401
0,7.435,4.58,0,0.399
0,7.358,4.267,0,0.388
0,7.245,3.978,0,0.374
0,7.194,3.754,0,0.367
0,7.126,3.782,0,0.358
0,6.934,3.647,0,0.333
0,6.686,3.351,0,0.301
0,6.444,3.258,0,0.272
0.018,6.23,4.095,0.018,0.248
0.073,5.776,6.077,0.106,0.198
0.115,5.084,7.192,0.181,0.133
0.121,4.966,8.28,0.454,0.124
0.103,5.139,9.365,0.604,0.138
0.111,5.343,10.056,0.589,0.156
0.119,5.331,10.254,0.508,0.155
0.108,5.079,10.11,0.423,0.133
0.092,4.742,9.583,0.268,0.107
0.054,4.555,8.122,0.087,0.093
0.005,4.331,6.291,0.001,0.078
0,3.881,5.933,0,0.053
0,3.379,5.962,0,0.03
0,2.816,5.981,0,0.013
0,2.325,5.868,0,0.004
0,2.611,5.385,0,0.008
0,3.211,4.655,0,0.024
0,3.979,3.778,0,0.058
0,4.747,3.199,0,0.107
0,5.23,3.453,0,0.146
0,5.428,3.583,0,0.164
0,5.434,3.583,0,0.164
0,5.3,3.59,0,0.153
0,5.196,3.673,0,0.143
0.006,5.103,3.711,0,0.135
0.024,4.993,3.9,0.012,0.126
0.041,4.891,4.185,0.027,0.118
0.054,4.688,4.567,0.039,0.103
0.063,4.406,5.025,0.048,0.084
0.066,4.03,5.331,0.051,0.061
0.063,3.738,5.538,0.047,0.045
0.05,3.525,5.693,0.036,0.036
0.03,3.318,5.723,0.018,0.028
0.013,3.086,5.61,0.004,0.02
0.001,2.877,5.335,0,0.014
0,2.76,5.301,0,0.011
0,3.015,5.251,0,0.018
0,3.319,5.182,0,0.028
0,3.423,5.12,0,0.032
0,3.291,5.008,0,0.027
0,2.896,4.949,0,0.014
0,2.452,4.981,0,0.006
0,2.57,4.901,0,0.008
0,2.993,4.762,0,0.017
0,3.24,4.67,0,0.025
0,3.098,4.613,0,0.02
0,2.665,4.585,0,0.009
0,2.733,4.438,0,0.011
0.017,3.381,4.322,0.01,0.03
0.058,3.915,5.1,0.05,0.054
0.101,4.14,5.755,0.098,0.067
0.15,4.218,6.449,0.168,0.071
0.196,4.361,7.451,0.304,0.08
0.199,4.672,8.3,0.347,0.101
0.187,5.199,8.757,0.29,0.144
0.16,5.639,8.921,0.234,0.184
0.108,6.228,8.722,0.12,0.247
0.037,7.036,8.185,0.026,0.345
0.003,7.629,7.686,0,0.425
0,7.822,7.475,0,0.452
0,8.107,7.291,0,0.491
0,8.266,7.134,0,0.513
0,8.141,6.979,0,0.495
0,7.916,6.831,0,0.465
0,7.628,6.715,0,0.425
0,7.513,6.675,0,0.41
0,7.182,6.653,0,0.365
0,6.71,6.628,0,0.305
0,6.89,6.746,0,0.328
0,6.513,6.767,0,0.28
0,5.68,6.557,0,0.188
0,5.049,6.217,0,0.131
0.015,5.484,6.202,0.007,0.169
0.039,5.989,6.622,0.026,0.22
0.07,6.745,7.082,0.056,0.309
0.116,8.909,7.726,0.105,0.599
0.166,11.289,8.042,0.169,0.84
0.184,13.043,7.894,0.195,0.931
0.118,14.476,7.533,0.105,0.969
0.048,15.219,7.736,0.033,0.98
0.026,15.027,8.39,0.014,0.978
0.02,13.568,8.905,0.009,0.947
0.006,13.018,8.507,0.001,0.93
0,12.999,6.961,0,0.929
0,12.994,5.7,0,0.929
0,13.475,5.212,0,0.945
0,14.088,5.028,0,0.961
0,14.605,4.879,0,0.971
0,14.982,4.731,0,0.977
0,15.214,4.609,0,0.98
0,15.275,4.543,0,0.981
0,14.951,4.47,0,0.976
0,14.396,4.376,0,0.967
0,13.931,4.269,0,0.957
0,13.502,4.272,0,0.946
0,12.883,4.408,0,0.925
0.026,12.518,4.625,0.025,0.91
0.089,12.025,5.191,0.129,0.886
0.134,11.394,5.754,0.229,0.848
0.131,11.076,6.409,0.503,0.825
0.124,10.521,6.973,0.614,0.778
0.157,9.498,7.253,0.537,0.672
0.189,8.202,7.151,0.313,0.504
0.118,6.702,6.592,0.115,0.303
0.053,5.561,5.869,0.04,0.177
0.019,4.799,5.025,0.009,0.111
0.002,4.127,4.161,0,0.067
0,3.046,3.647,0,0.019
0,3.513,3.315,0,0.035
0,5.254,3.141,0,0.148
0,6.717,3.214,0,0.305
0,7.846,3.355,0,0.455
0,8.794,3.593,0,0.584
0,9.572,3.693,0,0.68
0,9.917,3.797,0,0.719
0,10.157,4.052,0,0.744
0,10.043,4.233,0,0.732
0,9.608,4.234,0,0.684
0,9.268,4.107,0,0.644
0,8.958,3.932,0,0.605
0.02,8.774,3.92,0.012,0.581
0.072,8.578,4.35,0.072,0.556
0.129,8.727,5.016,0.168,0.575
0.164,9.248,5.683,0.355,0.642
0.156,9.239,6.211,0.504,0.641
0.142,8.91,6.591,0.568,0.599
0.13,8.645,6.719,0.552,0.564
0.125,8.527,6.518,0.442,0.549
0.115,8.392,5.968,0.242,0.53
0.065,8.072,5.086,0.078,0.486
0.009,7.829,3.927,0.003,0.454
0,7.567,3.275,0,0.417
0,7.363,3.026,0,0.389
0,7.232,2.993,0,0.372
0,7.396,3.11,0,0.395
0,7.878,3.206,0,0.459
0,8.171,3.183,0,0.501
0,8.139,3.052,0,0.495
0,7.883,3.122,0,0.46
0,7.764,3.206,0,0.444
0,7.385,3.234,0,0.392
0,6.967,3.117,0,0.337
0,6.852,3.083,0,0.323
0,6.827,3.051,0,0.319
0.018,6.687,3.229,0.009,0.302
0.051,6.445,3.663,0.038,0.272
0.075,6.497,4.147,0.062,0.278
0.08,6.758,4.553,0.065,0.311
0.092,7.306,4.851,0.078,0.381
0.098,7.913,5.206,0.083,0.464
0.097,8.102,5.771,0.083,0.491
0.092,7.613,6.269,0.078,0.423
0.077,6.986,6.414,0.065,0.34
0.065,6.229,6.137,0.06,0.247
0.009,5.301,5.165,0.002,0.153
0,4.53,5,0,0.092
0,3.895,4.981,0,0.054
0,3.949,5.008,0,0.057
0,4.701,4.999,0,0.104
0,5.488,4.936,0,0.169
0,6.242,4.908,0,0.249
0,6.928,4.89,0,0.332
0,7.735,4.639,0,0.44
0,8.746,4.24,0,0.578
0,9.626,3.727,0,0.686
0,9.952,3.402,0,0.722
0,10.184,3.188,0,0.747
0,10.452,3.04,0,0.772
0.013,10.241,3.122,0.005,0.752
0.049,9.289,3.744,0.037,0.646
0.085,8.001,4.935,0.073,0.476
0.116,7.307,6.365,0.106,0.381
0.183,7.336,8.063,0.202,0.386
0.218,8.028,9.306,0.353,0.481
0.202,8.177,9.602,0.366,0.501
0.177,7.473,9.443,0.248,0.404
0.101,6.575,8.985,0.096,0.288
0.041,6.2,8.302,0.029,0.243
0.008,6.2,7.387,0.001,0.243
0,6.015,6.855,0,0.223
0,5.857,6.483,0,0.206
0,5.92,6.264,0,0.212
0,5.967,5.925,0,0.218
0,5.888,5.484,0,0.209
0,5.79,5.065,0,0.2
0,5.653,4.71,0,0.185
0,5.337,4.548,0,0.155
0,4.885,4.596,0,0.118
0,4.099,4.824,0,0.064
0,3.791,4.652,0,0.048
0,4.775,4.668,0,0.109
0,6.208,4.803,0,0.245
0.022,7.366,4.749,0.012,0.39
0.066,8.293,4.674,0.057,0.517
0.101,9.287,4.772,0.093,0.646
0.104,10.079,5.038,0.093,0.737
0.107,10.471,5.399,0.095,0.774
0.176,11.157,6.03,0.189,0.831
0.202,11.651,6.734,0.363,0.865
0.157,11.664,7.034,0.403,0.865
0.128,11.13,6.83,0.246,0.829
0.079,10.395,6.285,0.12,0.767
0.016,9.833,5.298,0.013,0.71
0,9.26,4.282,0,0.644
0,8.74,3.551,0,0.578
0,8.147,2.743,0,0.497
0,7.65,1.917,0,0.429
